baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
SIAH-1	1438.33726533269	1.24199282299205	0.24234389279022	3.06173518321065	0.00220058043716784	0.0100408584146849
SCD-2	133.17670001868	1.26071895134184	0.248491477326535	3.06134825840407	0.00220342645345186	0.0100513728359652
MIG-38	1289.03665370955	0.978575818211195	0.156378616790279	3.06036610397327	0.0022106658235486	0.0100819183306934
BASL-2	30.9747264215353	-1.87266890855927	0.448595755012305	-3.05992398104974	0.00221393178053986	0.0100943321993804
B0365.9	169.739603511875	1.90155114843164	0.458180642427164	3.05894884822516	0.00222115071299831	0.0101247589734978
HSP-17	1689.99213969435	1.67771500826199	0.385071411476478	3.05843273003904	0.00222498027275469	0.0101372351881927
B0198.3	106.513121176607	1.18382931117028	0.223587718345532	3.0584386129541	0.00222493658787906	0.0101372351881927
W01A8.8	280.975825766047	-1.66491669163709	0.380925042314416	-3.05812577865533	0.00222726069827472	0.0101451342115572
CYP-31A1	424.55049791915	0.905636266670442	0.132658837396362	3.05774025034209	0.00223012792760775	0.0101545165865251
SSU-2	80.4911509744016	1.77005979222367	0.415374179534908	3.05762816948743	0.00223096212336384	0.0101545165865251
R17.3	219.411006311562	-1.08343514980283	0.190812475566371	-3.05763628961403	0.00223090167725254	0.0101545165865251
C44C10.3	79.8452689606775	-1.47584041525904	0.319164001951879	-3.0574889689664	0.00223199856354921	0.0101567428503636
XBX-9	111.204077755343	1.26079941076495	0.248846273025877	3.05730683250312	0.00223335535665052	0.0101604254359803
ACR-7	38.905602357874	1.55487504342162	0.345112680257117	3.05661050366423	0.0022385495050554	0.0101790647305349
IST-1	181.981254854762	1.58007056483366	0.353349180123627	3.05666639570459	0.00223813217951035	0.0101790647305349
BUS-12	112.669135329698	2.3814198307965	0.615647036827635	3.05600403843616	0.00224308234699383	0.010197177636738
FBXC-8	56.97072589067	1.76104840525371	0.412698349976062	3.05561775404931	0.00224597389625231	0.0102078220898247
F14H12.6	18.5337827091439	-2.94337202741946	0.799708500700517	-3.0553283168544	0.00224814272933159	0.0102151774310006
SMA-2	213.013295283325	0.994897341788382	0.162011249834516	3.05470973339127	0.0022527843810906	0.0102337624871232
CMT-1	905.022328394237	-0.967970489440294	0.153214930341219	-3.05433999413827	0.00225556297679759	0.0102438771807227
GST-11	40.6005514365379	1.50494192137162	0.329068554978745	3.05389836302205	0.0022588859558698	0.0102564586941707
F44E5.5	2230.0897254646	3.06122226041164	0.838711715170164	3.05375758330978	0.00225994617154405	0.010258762501307
CPX-1	293.974621488438	0.974980850120049	0.155572867205697	3.05310854425557	0.00226484000016802	0.0102784631653504
NHR-95	307.779168129043	0.91000895854307	0.134315425973277	3.05258279584838	0.00226881131878776	0.010293968616808
KLF-1	571.056615284349	1.14061063124701	0.209879055136652	3.05228471144924	0.00227106577643523	0.0103016787126151
C26C6.8	7.54245334117171	4.25733342162418	1.23113340079794	3.05193037504216	0.00227374834626679	0.0103113265057852
PRX-1	245.500412159115	1.32235123823727	0.269529960823615	3.05105686849941	0.00228037379345411	0.0103388459528776
DMSR-8	63.3576074176863	1.40624710623606	0.297105337078935	3.05025522310052	0.00228646974017873	0.0103629368344327
Y43F4B.7	836.597510828049	0.807823822331174	0.100918852155733	3.05021129110896	0.00228680424298118	0.0103629368344327
F10B5.8	1758.62062565333	-0.937962912157001	0.143592320000074	-3.05004412601437	0.00228807746543524	0.0103661751772661
HPO-3	1661.91274974211	-0.796069655192927	0.0970765670981841	-3.04985707718197	0.00228950290330276	0.0103701013855478
CYK-4	3289.717169129	-1.093501624544	0.194627490443375	-3.04942340463807	0.00229281090951487	0.0103825505241258
F15D3.9	15.8467620773264	-3.49075682200037	0.981310629126069	-3.04771673029147	0.00230587179411521	0.0104374304564495
F41F3.3	8235.9814064033	1.92750121800396	0.468387496342162	3.04769283798548	0.00230605512051749	0.0104374304564495
MLT-8	1581.15233927071	2.41860159503601	0.629569201647936	3.04748324729664	0.00230766388865102	0.0104421650284557
SRW-89	3.97370039919168	-5.51970285506346	1.64725984903429	-3.04730480622489	0.0023090343698217	0.0104458193078453
MATH-21	24.6373197452522	1.74395073938715	0.408260093285285	3.04695648643254	0.00231171171875961	0.0104528348842646
F49D11.14	20.1718450314191	-2.39333066799678	0.621374317610712	-3.04700502472801	0.00231133846028228	0.0104528348842646
DNJ-27	1421.23014150865	1.12663792177263	0.205693060114004	3.04647089904407	0.00231544891564436	0.0104671828325487
W03D2.13	317.871308660219	1.53391326472997	0.339468886332853	3.04567901906688	0.00232155528493192	0.0104922312280764
LAP-1	4319.33902917938	-0.881963139159783	0.125463747501408	-3.0444104115055	0.00233136855651437	0.0105340166309319
F38A5.8	19.8408693057477	-2.74401367823373	0.737236225766047	-3.04381906342438	0.00233595587806765	0.0105521745933061
SYX-18	1432.63753936112	-0.94936828369598	0.147698830483046	-3.04246338462079	0.00234650362836473	0.0105972421103831
C13F10.6	898.162298154376	-0.984209511208861	0.159165589366679	-3.0421745877079	0.00234875621683631	0.0106048343347522
GPA-11	28.1125783356594	2.30253271117204	0.592587020730386	3.04180255070445	0.0023516609885065	0.0106153668118986
PQN-82	246.614150659639	-1.24866508192389	0.246219567050771	-3.04064007134539	0.00236075854592707	0.0106538415215877
CAPG-2	953.998809690121	-0.82884464702198	0.108168962031272	-3.04010171537849	0.00236498262451868	0.0106703094002415
SEB-3	94.4434923565543	1.22565159908138	0.238703839154341	3.0399661842564	0.00236604712615538	0.0106725173845565
T24B8.3	1376.58231431523	1.46176227927014	0.316558840129266	3.03817855434839	0.00238012881456209	0.0107334265885367
Y53H1C.3	49.4840419968155	-1.99206675721065	0.491192399568051	-3.03764219178219	0.00238436884051621	0.0107499350275654
F14H12.2	10.1631368209391	3.06566211697498	0.845243062284889	3.03541339935923	0.00240206194569219	0.0108270739679888
C10F3.7	16.3198340527862	3.15561967702217	0.874923175925088	3.03526040925169	0.00240328084330806	0.0108299374961796
MAEA-1	553.949613313271	0.907377173824748	0.134239172039784	3.03471160939532	0.00240765788256334	0.0108462287858789
R09E10.4	26.2740847728438	-2.22095208636435	0.567098700174478	-3.03466060817081	0.00240806502116834	0.0108462287858789
CYP-33D3	37.8321889581825	2.22551088673557	0.568710263170043	3.03407727709609	0.00241272618995856	0.010864586242917
NAS-14	126.956570901583	2.0680869760028	0.516947023069474	3.03336107187924	0.00241846039742992	0.0108877655495165
Y57G11B.1	50.9916828478075	3.14407974226486	0.871694856962205	3.03326298319493	0.00241924670263037	0.010888663851737
Y37E3.19	39.2558391490402	-1.92376544653901	0.469693133849417	-3.03126731887776	0.00243529537774954	0.0109582386820801
FBXA-86	12.1793145732181	4.42188673706232	1.29414140401535	3.03049320954715	0.00244154677114009	0.0109837050744355
CLEC-140	33.9481286571355	3.57275045652129	1.01397795185235	3.03039178604223	0.00244236691349753	0.0109847316562709
F53A3.1	45.38359684895	1.4090393442935	0.299990253435961	3.03022959540103	0.00244367896199722	0.0109879695899642
T06A4.3	487.150053889552	1.15547380528662	0.216353600408685	3.02964130963595	0.00244844334082411	0.0110067255512774
CLEC-143	39.3562587215264	-2.30141430138877	0.594677224938564	-3.02923035529883	0.00245177659840985	0.0110190405271716
CEPT-1	654.45093544542	-1.11377791725045	0.202676158048323	-3.02836763416501	0.00245878765719347	0.0110473983184404
ASNS-1	263.059913489362	1.50035125690844	0.330333446586311	3.02830750941553	0.00245927695497534	0.0110473983184404
Y54G2A.73	126.323489101239	-1.18588410256501	0.226511955912801	-3.02802604745971	0.00246156868945522	0.0110550169821444
Y37E11AR.7	26.7973983254233	-2.37059168576417	0.618441381245399	-3.02468712879016	0.0024889045009775	0.0111750788348994
PFK-1.2	191.980237910074	-1.72637747780536	0.405470852835929	-3.02457616676483	0.00248981769982879	0.0111764748562465
AEX-3	326.275754650716	1.48771807323902	0.326580830533575	3.02442146290481	0.00249109139826634	0.0111794880477941
Y80D4G.1	418.768697711209	-1.12567392590501	0.206925460594875	-3.0236681561868	0.00249730200011793	0.0112046501973376
T06G6.4	299.996676755313	1.27635795365035	0.256767766495015	3.02358027352091	0.00249802746655922	0.0112051959625186
AHCY-1	33311.3590663367	-0.748657841328173	0.0822511129327694	-3.02315473264686	0.00250154301022689	0.011218253658961
R53.4	13984.1139609465	-0.977522409446247	0.158009835527212	-3.02210560407811	0.00251022957555688	0.0112544890634475
M151.7	527.743006362341	-2.21518405745655	0.56760484371551	-3.02179249604188	0.00251282738597843	0.0112634149279231
K10D11.3	78.2060606173909	1.80443668983599	0.431777408440857	3.0210860140791	0.00251869799806329	0.0112870028374935
TTR-45	9533.70376137143	-1.42017055973275	0.304603735204583	-3.02087746597962	0.00252043335484975	0.0112920525750717
AMX-1	351.652055829029	1.27446094497706	0.256392464464335	3.02060728108795	0.00252268322597529	0.0112994044471213
TTR-12	115.093580649697	-2.35556182757482	0.614363364819057	-3.02030025524279	0.00252524210716243	0.0113026815684064
LAGR-1	61.8059882676108	1.51321189246269	0.335460398207977	3.02036215861917	0.00252472598765004	0.0113026815684064
CPR-2	15.4195030879829	3.4310345593402	0.970437340427213	3.02032335034622	0.00252504954041069	0.0113026815684064
RIOK-1	1024.17361393446	0.889076178191319	0.128850509862545	3.01959362525128	0.00253114047829866	0.011326350097851
FBXA-44	11.0679541752941	2.59125985446105	0.693070333342872	3.01738474993485	0.00254965972524831	0.0114064695085422
TAG-97	168.109771682255	1.19281996479442	0.229642899698082	3.0169448552744	0.00255336257334663	0.0114202818205817
SNN-1	107.609908268923	1.22797305715926	0.241599823420311	3.01313571696123	0.00258563256841097	0.0115618273667476
SNT-6	139.951856221354	1.08177797183742	0.193118724331034	3.01254046624793	0.00259070892992298	0.0115817358739053
C27A7.2	8.42242704919713	4.31753485339282	1.26750746507	3.0118440787108	0.00259665936285675	0.0116022227545084
DHHC-14	757.748313817967	0.843927549569138	0.114192689811542	3.01181757025548	0.00259688611674114	0.0116022227545084
T04A6.3	22.0569408292034	-3.2747365860728	0.921294459057342	-3.01178039094241	0.00259720417987062	0.0116022227545084
F19B10.5	77.5006857721974	-2.40054325973722	0.631050874976538	-3.01171163071105	0.00259779250660033	0.0116022227545084
SHC-1	291.230520030672	0.934534515859308	0.144298992474193	3.01134823194986	0.00260090384558464	0.0116133235472844
C49F5.6	764.213044941388	-1.99150529409353	0.495598850150853	-3.00950111897867	0.00261677114852801	0.0116813620888223
OSM-3	112.835682570641	1.26690920671471	0.254849596919958	3.00926199602969	0.002618831749837	0.0116858802628447
C49C8.5	1303.0582372642	1.5135512827451	0.336813320756724	3.0092375220432	0.00261904273391016	0.0116858802628447
IFT-20	132.384012315448	2.74366235065873	0.745663686728739	3.00894678202955	0.00262155031938998	0.0116942570377211
T10B11.4	11.7859091163361	-5.29848934270185	1.59517179769404	-3.00813326165775	0.00262857846793565	0.0117199737216439
Y51A2B.4	24.4829655083995	-1.89697465295078	0.46438941721605	-3.00819657201805	0.00262803090093504	0.0117199737216439
NPR-18	46.9166925265893	1.75007074402366	0.415644411082138	3.00754854556826	0.00263364056948784	0.0117397232880101
C15F1.2	276.196749730848	2.66493274372939	0.71991530713785	3.00720476737251	0.00263662094165081	0.0117501860744991
Y69A2AR.12	376.626952757291	-1.02860850733296	0.175786863184006	-3.00709903890621	0.00263753817032631	0.0117514515790505
ACS-20	866.603745267537	1.9221772552416	0.472986997463441	3.0067998969708	0.00264013490376938	0.0117601976498436
F49H12.3	60.328884325288	1.47024514470467	0.322825646856154	3.00547727280478	0.00265164411491623	0.0118086296713464
C50A2.3	108.865560287681	-1.28070219945629	0.25977537321624	-3.00529719114837	0.00265321469156777	0.0118127891150247
NHR-107	209.328389315014	1.25930288338859	0.252762868799884	3.00401276102678	0.00266444149238985	0.0118599282260202
SQV-8	797.518017405868	-0.839333438207019	0.112993113294855	-3.00313380446055	0.00267214917950054	0.0118885332831435
FBXA-170	121.746079281772	-1.74920345795937	0.415960919479263	-3.00317505674147	0.00267178697750087	0.0118885332831435
NHR-61	435.9317311862	1.04930896624685	0.183028889149995	3.00121455578898	0.00268905020067858	0.0119608591979847
Y73B3A.1	729.153681422393	-1.67987066311872	0.393403251628424	-2.99913805550627	0.0027074459634063	0.0120396060722842
B0222.5	710.703243213948	-1.10943938016045	0.203209461911341	-2.99906989777053	0.00270805171879691	0.0120396060722842
PRKL-1	223.723468833823	1.22823127247311	0.24295195791786	2.99742911608606	0.00272267167611362	0.0120964607525975
R05A10.2	267.449004273434	1.16042778548252	0.220332429833588	2.99741525104282	0.00272279552533274	0.0120964607525975
MSP-74	8.58375121770067	-3.08779538629171	0.863314635820254	-2.99751131154285	0.00272193757254706	0.0120964607525975
SET-26	1122.53196093232	0.835944285183907	0.112091220575463	2.99706153130645	0.00272595686093298	0.0121076068617361
SLCF-2	178.66913059784	1.23712767316747	0.245965879931064	2.99686962018497	0.00272767345079494	0.0121123321910509
PTR-3	166.033314362812	2.01288311462361	0.504918260802816	2.99629312716506	0.00273283595630317	0.0121323533112722
Y54G2A.76	122.150062143613	2.71383906076202	0.739214020212493	2.99485534666352	0.00274575022389238	0.0121867703670823
CYP-35D1	194.906163246143	-1.6362369358249	0.379613392532332	-2.99314238690386	0.00276120894041969	0.012249607578737
Y34B4A.8	472.345045811938	0.895590386936102	0.132165668923499	2.99314027733693	0.00276122802725963	0.012249607578737
NHR-50	202.954102444306	1.05848863454263	0.186594534618889	2.99305998261588	0.00276195460364048	0.012249902385219
INS-11	90.7245824581474	2.49250059329053	0.665758037807799	2.99282994742567	0.0027640371288101	0.0122562095577847
F11A5.18	12.1593136048453	-5.12667675589017	1.54601475959508	-2.99264720933321	0.0027656924921048	0.0122606200611536
GON-2	1641.14224815412	0.771194537985107	0.0906566891993779	2.99144542316871	0.00277660165148121	0.012306041759383
INX-11	310.010731216025	-0.977014057183219	0.159464282438977	-2.99135361152589	0.00277743668136287	0.0123068033658192
R04E5.2	463.854594668794	-0.935098659597491	0.14549724567735	-2.9904254033946	0.00278589165527392	0.0123413204695436
LRP-1	2460.20561113656	1.78474020603889	0.429732663270509	2.98962661172015	0.00279318659758863	0.0123706834585805
Y39E4B.11	118.188316913169	-1.2684468118545	0.257110198820621	-2.98878385758097	0.0028009019346995	0.0124018938683413
K08D10.14	357.791035739286	1.06211437994266	0.188111885057972	2.98819173370908	0.00280633441043668	0.0124229836962008
Y116A8C.37	12.2429123663428	-2.51119166332457	0.673148763617988	-2.98773729081069	0.00281051024829145	0.0124385019502849
W03G1.2	110.624914857042	-1.70084933174159	0.402024954735617	-2.9870019698934	0.00281727907116439	0.0124625143560423
MSPN-1	962.303543733787	-1.06548720932235	0.189311798893154	-2.98706796210577	0.0028166709879585	0.0124625143560423
F01G4.6	21356.5878793765	-0.854729565505231	0.118824876412617	-2.98531398655479	0.00283287374845068	0.0125256169374154
ZC395.4	80.2706475185159	-2.1340230510543	0.547354233512244	-2.98531179811866	0.00283289401769317	0.0125256169374154
ZK380.5	35.5951642329837	1.92645307468143	0.477968203866705	2.98440997359573	0.00284125797452482	0.012559605582005
BET-2	1181.0109525831	1.09448133591685	0.199263171139534	2.98339794813647	0.00285067083196739	0.0125982135338935
C32H11.5	97.1568426545443	2.39136543575182	0.633993327923338	2.98325763450387	0.00285197813524468	0.0126009900608894
C32E8.1	23.1896144068637	-2.12712241332747	0.545537518926614	-2.98260404990834	0.00285807480425318	0.0126249212431626
ZK596.1	4917.70224485863	1.22435076526989	0.242907377144114	2.98200397940216	0.00286368276587642	0.0126466827906637
C18H2.1	129.216091777798	-1.61757974972817	0.374826417914738	-2.98159280219782	0.00286753122236925	0.0126606654517026
D1014.5	190.282717349539	2.8067182722774	0.773905539893862	2.98061992500242	0.00287665577840558	0.0126979308467822
C06C3.3	29.6959833598659	1.86120548731636	0.456729124916171	2.98033432303272	0.00287933945000818	0.0127067543814035
TRA-4	374.704284897662	1.07737401378996	0.193738162868766	2.98017698341167	0.00288081887491623	0.0127102605472707
F13E9.9	6.05059421259547	4.67067628239289	1.39950882512166	2.98010002332807	0.0028815427639203	0.0127104323912691
FBXC-7	9.38722819070626	3.29266991578996	0.937220687660323	2.97973567224767	0.00288497211622376	0.0127225350667215
F32B5.2	38.5789691397533	1.71376130120658	0.407441734957943	2.97898128018689	0.0028920844652779	0.0127508699031033
F20B6.7	13.3988413253762	-5.14622308185711	1.55979094329109	-2.97874731344048	0.00289429353483461	0.0127575784147092
F22B7.1	95.5334725880831	2.05660474122024	0.522703199408504	2.97798969469044	0.0029014573999321	0.0127861184921729
NARS-1	4375.72368945264	-0.769102102427126	0.090394063492267	-2.97698866530264	0.00291094771872518	0.0128248947807178
Y39H10A.6	735.026814513622	0.870676257195689	0.12452331863385	2.97676179258946	0.00291310253340665	0.0128285309460808
F08D12.12	40.8265050669514	1.79814909289687	0.436099403956088	2.97672751010588	0.00291342827164463	0.0128285309460808
H01G02.1	624.326698786966	-1.55846021548699	0.355583733710047	-2.97668345073987	0.00291384695466566	0.0128285309460808
Y17G7B.19	40.8491760584988	-2.00898782642349	0.5069562399128	-2.97656426259403	0.00291497983930938	0.0128304745915712
C25G6.3	30.5558743099283	1.83872900607202	0.449799585522166	2.97627887877645	0.00291769404946797	0.0128393759724869
F01G10.10	233.69353671148	2.14757290941416	0.553653170502896	2.9758213213475	0.0029220505714194	0.0128545185711111
PDE-5	20.4468286097289	1.97388043968366	0.495293470365657	2.97577199755036	0.00292252055027848	0.0128545185711111
F10G7.12	45.257027832991	-1.70470278592147	0.404993296993718	-2.97462401196273	0.00293347856928091	0.012899659196717
CUTL-3	99.3670407216352	1.22386547730017	0.243359762252222	2.9744665699909	0.00293498434134938	0.0129032230330302
F26B1.1	11.9696759542444	-2.67126454822783	0.730059381777671	-2.97409307026624	0.00293855930760151	0.0129158799315872
NHR-57	158.696355301701	1.17850735131929	0.22819493176119	2.97336731400045	0.00294551727525633	0.0129433966556788
C33E10.7	15.6400899696906	2.11587119351773	0.543508025808586	2.97304017013137	0.00294865858075406	0.0129541328795107
F59E12.3	28.1331136114952	-2.3468748815686	0.621233755931031	-2.97291456546936	0.00294986547558911	0.0129563677231969
Y41C4A.8	368.725450292399	1.26370130634964	0.256904839066401	2.97270113371532	0.00295191730652762	0.0129623117504101
F21C10.7	1191.6177488599	1.15804567990764	0.221368719648237	2.97262269463048	0.00295267170962313	0.0129625571127221
Y102A5C.36	176.0092080474	-2.05251428327445	0.522460484827424	-2.97154393176216	0.0029630647832633	0.013005107186144
NHR-18	167.528594357542	1.22156212986768	0.242881535126609	2.97083979435301	0.0029698666138922	0.0130318786365565
NUMR-2	13.2530279353841	-4.28918602047331	1.27562460480486	-2.9704554194084	0.00297358560932864	0.0130451130383715
TBG-1	1738.22053344934	-0.775753837835804	0.0928480276699148	-2.96994825583307	0.00297849914038013	0.0130604935132406
GBA-1	859.619247709452	0.898541710825531	0.134190156358051	2.96997724454638	0.00297821809079433	0.0130604935132406
TRPA-1	269.79709456857	1.36149612705597	0.290136843299267	2.96927517808333	0.00298503152966736	0.0130860453805899
CPN-2	226.61416188575	1.23980306094014	0.249167236008594	2.96910249032349	0.00298670961355231	0.0130903094706401
ARD-1	4224.97455618981	-0.913156314551417	0.139178389295064	-2.96853783582385	0.00299220262264605	0.0131112878555945
Y47G6A.3	308.606023582044	-1.28769567678936	0.265389006644104	-2.96807952503356	0.0029966678853102	0.0131277540008738
C53B4.2	37.6447351850022	-1.93461268452228	0.483375510244571	-2.96790518782472	0.00299836802556237	0.0131321018292096
F01D5.10	104.340906455221	2.09142917470118	0.536346285057466	2.96716733020845	0.00300557337677724	0.0131605533631089
MAM-5	15.3536061078551	2.44008537552355	0.653954627684173	2.96669721933754	0.00301017235300753	0.0131775815887617
W06G6.17	37.9512251663012	-3.32974680533203	0.953926486723385	-2.96642020608092	0.00301288530879553	0.0131863473290846
F40G12.5	10.6740276831283	4.56702453884524	1.371224229762	2.96598065478404	0.00301719467413459	0.013198981982064
K01A6.7	46.6340099384516	2.32769967844197	0.616211751023869	2.9660253563895	0.00301675616246246	0.013198981982064
ALH-8	19145.2772974098	-0.875089188902832	0.12648561349108	-2.96546918301729	0.00302221622574626	0.0132178332550491
SCL-11	29.2240253022296	4.26864215347907	1.27152410590503	2.9638778659227	0.00303788832838126	0.0132832454547057
GAP-2	882.166098915321	0.865628149274635	0.123367689926696	2.9637269652361	0.00303937831656748	0.0132866297810466
T28A11.22	12.3235161735316	-5.13347956636817	1.56349823614698	-2.96353360639967	0.00304128850929746	0.0132918490030695
ASNS-2	5260.73179015637	-1.63212818300612	0.382078328658928	-2.96307876706806	0.00304578618690121	0.0133083716200437
C37E2.3	4.95938006788628	4.80677862723022	1.45359495888764	2.96284642492568	0.00304808604179014	0.0133152854702212
ZK546.7	37.8100995713247	-2.92627548972479	0.818988161534739	-2.96252815813367	0.00305123899861183	0.0133259218868533
NHR-85	102.412631756141	1.88834935275243	0.468761114178246	2.96174172891081	0.00305904263527822	0.0133568598077313
ZC190.7	39.5502080480851	-2.25581970124727	0.592849806556873	-2.96166024147776	0.00305985226448892	0.013357252051781
F57A8.6	54.1854239245091	-2.7938215552216	0.774579553006209	-2.96137633160995	0.00306267461545517	0.0133664282311857
Y87G2A.18	358.315299054468	-1.17930661992188	0.229419996389179	-2.96097389335468	0.00306667932621605	0.0133807590539834
CAMT-1	999.47198610157	0.792911746619872	0.0989316057242737	2.96074994917427	0.00306890988879545	0.0133873438660971
F11G11.4	193.870862189606	-2.70077600522348	0.743482860290682	-2.96008976503243	0.00307549416703264	0.0134129131040246
F53A3.7	202.003152971308	-1.10099638520861	0.203096562936284	-2.95916571171694	0.00308473175232274	0.0134500392687625
R02F2.6	25.2430599079566	-1.7787348433141	0.43223564828537	-2.95842059392068	0.00309219897167486	0.0134794306594715
C56C10.6	102.582466743409	-1.6570579218803	0.391163423656572	-2.957991089924	0.00309651074322489	0.0134950563320865
GPA-4	77.3904937997482	1.55007539738622	0.35515250634726	2.95668868618228	0.00310961905422148	0.013549002298471
T06E6.15	11.8097966555542	2.86182109409222	0.798826310143457	2.95661405251922	0.00311037175059275	0.0135491006046361
K11D2.4	343.006505999848	-1.04865770648218	0.185588266735823	-2.95631677655125	0.00311337149082187	0.013558984922596
GSY-1	2573.05163214571	-0.878471914134803	0.128087011782835	-2.95480321436871	0.00312868542516355	0.0136224813314782
T26H5.14	195.575365869379	1.85025633720485	0.457015908188933	2.95450620648121	0.00313169854231853	0.0136324020290418
Y116A8A.7	7.65724518686444	-3.43154089679636	0.992308521538405	-2.95426355127084	0.00313416221995669	0.0136399269033153
C11H1.5	246.00312005919	3.21521703832818	0.919309001515258	2.95354122917626	0.003141506415679	0.0136686833659449
F47B8.8	240.580989878305	-1.04753498918907	0.185405377805103	-2.95317749501656	0.00314521061156145	0.0136815924328987
CHT-2	67.5785977387762	1.91481437253183	0.479095905379104	2.95309218185094	0.00314608000000775	0.0136821669932374
F59H6.3	100.258610561963	-1.401337221782	0.305242815438543	-2.95285319160434	0.00314851660960403	0.0136895554649536
C03B1.4	34.681305923937	4.37996073755399	1.31475493090321	2.95109046283518	0.00316654159974317	0.0137647019129618
F33D11.8	49.112419581445	1.45700070221458	0.324311061395611	2.95087283824458	0.00316877345641763	0.0137679534138942
F35H10.10	1230.27323331746	1.42262290907374	0.312653494379342	2.95094385848866	0.00316804494823913	0.0137679534138942
W06F12.2	1106.52675343348	0.777174201552649	0.093940097362749	2.95054198722345	0.00317216925770013	0.0137794814876267
C17H11.6	923.985444043301	1.03478762107656	0.181296155582072	2.94980122087843	0.00317978439356946	0.01380932810472
C36A4.10	7.47675741385696	3.1007001784554	0.881739798297939	2.94950980263752	0.00318278475976049	0.0138173219309406
F57C7.4	28.2681715676263	1.97137205508296	0.498858492086259	2.94947781469969	0.00318311425633297	0.0138173219309406
SKR-8	113.164553077318	-5.42134190353188	1.66931190643058	-2.94812604197796	0.00319706684368342	0.0138746420529077
GLC-3	21.6285606638738	1.80697182598866	0.443457282989045	2.94723274625066	0.00320631773296453	0.0139115356957266
R148.7	300.385601988409	-2.53757152586772	0.691925558127346	-2.94478430798579	0.00323179873361422	0.0140188146563065
F52B11.5	85.6220626227393	1.56138269810092	0.360448610836114	2.94461586532095	0.00323355848894032	0.0140231701049931
F42G2.2	292.688901764432	1.1005836343125	0.204012114204508	2.94386260666096	0.0032414386249517	0.0140540599446796
T08G11.3	29.522347327638	1.8222383684123	0.449238518627819	2.94328806098601	0.00324746093236906	0.014076882158835
FBXA-209	79.4308849257715	1.74605209317134	0.423414116136715	2.94286856692564	0.00325186444738589	0.0140901125657343
C34F11.8	485.890688436833	1.49540629444953	0.338245374336643	2.94285264477508	0.003252031692571	0.0140901125657343
ZK822.4	1302.08041465988	0.887370017539793	0.131658104859204	2.94224208949421	0.00325845083866704	0.0141146293681476
C04F6.7	5.90616473132862	4.99123795030075	1.52692650968886	2.9413582918381	0.00326776320151815	0.0141516643478582
GLB-12	23.4280106494837	2.16433223703936	0.565855938723319	2.94126494597621	0.00326874817867456	0.0141526271469118
THN-5	61.8439149158272	-5.22423612504317	1.60637675184259	-2.9409266036901	0.00327232060343321	0.0141647896986028
C29E4.17	8.68966527499615	-3.11562801330566	0.88943747607827	-2.94076658973102	0.00327401136719764	0.0141671689523342
T23B3.1	1826.70212690218	-0.764814955943632	0.0900507519331664	-2.94073009118427	0.00327439713512751	0.0141671689523342
FLP-15	331.831527804401	1.0761340660008	0.195923356769145	2.94060940717579	0.00327567298815316	0.0141693854641394
C07E3.9	825.459872593647	-0.882740166163918	0.130173451141607	-2.94023215031428	0.00327966421155286	0.0141833439230451
F57F4.2	21.9242930449863	5.03776856976815	1.54386773717455	2.93922106182022	0.00329038297136805	0.0142263832245286
K06A9.1	364.504713746022	1.59388881520874	0.372188327357827	2.93907340666561	0.00329195096198932	0.0142298471934861
MCM-5	3237.95681017666	-0.882655929910498	0.130215046221075	-2.93864603988111	0.00329649312391389	0.0142461627621029
F46E10.18	15.8749839156473	-2.4383610964989	0.659747587054903	-2.9380343854711	0.00330300387352433	0.0142709762237464
NHR-173	130.566251811701	1.09074029289955	0.201084028548757	2.9377782868335	0.00330573339011806	0.0142794447207683
DPY-14	162.673270573253	2.08106475872912	0.53832376000775	2.93701462983235	0.00331388469964897	0.0143113238006483
EGL-20	207.831541801575	1.22999440029408	0.248615026014711	2.93624408788103	0.00332212805068571	0.0143369140085058
Y43F8B.14	75.8618782623075	2.18975647017788	0.575463970071863	2.93633756074575	0.0033211270722824	0.0143369140085058
ZK1098.3	80.9543760970761	1.52871264994649	0.350346810948475	2.93626948440465	0.00332185605824651	0.0143369140085058
Y47G6A.32	25.3484318842796	2.35238562283215	0.630887170487348	2.93615991810584	0.0033230296396475	0.0143374705935686
C50H11.8	11.5783462786764	2.26524798917722	0.601521732710643	2.93463709319772	0.00333937999401518	0.0144046663293677
Y15E3A.5	314.401447439812	1.83517453545829	0.454993023359679	2.93449452389254	0.00334091448488502	0.0144079363458079
F49E11.2	104.323538535178	2.11957775098844	0.552029556580317	2.93386057264998	0.00334774555868507	0.0144340414341354
SRV-15	17.2892180846314	-2.22361422711234	0.587661778560773	-2.93300379570983	0.00335699787835499	0.0144705713423074
ROL-3	241.502554245442	1.2028734868505	0.239692439907036	2.93239739694381	0.00336356043440849	0.0144954925641705
NHR-204	166.604818592093	1.03739640125713	0.183386744218348	2.93039937836121	0.00338526609138134	0.0145856472852945
F46F5.11	15.1453307906646	-2.33817816823895	0.627365450209423	-2.9299958542909	0.00338966526101371	0.0146012112926257
TYR-6	477.831992970138	1.08724823992373	0.200432072110212	2.92991153432181	0.00339058516409798	0.0146017843792449
FLP-32	154.980869542841	1.2152459630557	0.244146429924166	2.92957780819428	0.00339422823668296	0.0146140819926046
FBXB-101	14.3158401033289	3.90679609550969	1.16317254350446	2.92888283387908	0.00340182626325043	0.0146433982758381
